year,mgmtArea,frmSz,attr,adultMove,dmm,pK,pIncr,abund,totBM,amtCaught,bmCaught,mgmt
35,0.2,10,10,10,0.5,18277.21283467606,10,197.8994888621464,632.3748452917371,69.32317345013328,320.7802016607033,ConstantEffort_MSY
35,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,636.0779352014791,2002.418046379925,188.72886808361216,863.3222327717581,ConstantEffort_MSY
35,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,228.3217168236294,707.4803966299046,69.16860272760665,313.6960782623192,ConstantEffort_MSY
35,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,99.50936276747146,299.3726774862164,32.63831670490021,146.97661689396116,ConstantEffort_MSY
35,0.4,2,10,10,0.5,18277.21283467606,10,599.1579497597322,1822.2213911976546,161.70393615298343,732.3718142628469,ConstantEffort_MSY
35,0.4,5,10,10,0.5,18277.21283467606,10,334.34139473502967,1005.4663882420446,91.01762101679252,408.79932216084967,ConstantEffort_MSY
35,0.4,10,10,10,0.5,18277.21283467606,10,77.23607469067095,217.2349344529484,22.671752328238455,98.46563853622025,ConstantEffort_MSY
35,0.5,2,10,10,0.5,18277.21283467606,10,627.577246102112,1854.205018284789,150.30874981360216,678.54511192278,ConstantEffort_MSY
35,0.5,5,10,10,0.5,18277.21283467606,10,423.612285055821,1239.635394948347,101.83147028934455,455.45864702739686,ConstantEffort_MSY
35,0.5,10,10,10,0.5,18277.21283467606,10,122.6923318552586,338.0892759670121,30.96833179556146,133.65282827085463,ConstantEffort_MSY
35,0.6,2,10,10,0.5,18277.21283467606,10,731.7401950361748,2112.591214889482,149.6208053367645,678.021282619714,ConstantEffort_MSY
35,0.6,5,10,10,0.5,18277.21283467606,10,534.3608762680902,1527.8626807992664,109.66950003931252,492.1229506774564,ConstantEffort_MSY
35,0.6,10,10,10,0.5,18277.21283467606,10,221.87475935442603,607.9457880688087,46.20055283165865,199.3661619577008,ConstantEffort_MSY
36,0.1,2,10,10,0.5,18277.21283467606,10,515.5733370082138,1411.3536428949694,34.21324857991164,163.517180585754,ConstantEffort_MSY
36,0.1,5,10,10,0.5,18277.21283467606,10,379.0832352705741,1024.9184572210675,25.92632799775228,123.5757186658711,ConstantEffort_MSY
36,0.1,10,10,10,0.5,18277.21283467606,10,373.91730497445155,988.4924389458761,24.635946279840404,104.50510121618713,ConstantEffort_MSY
36,0.2,2,10,10,0.5,18277.21283467606,10,577.3178891157355,1607.563603107991,66.96990175549804,312.14567025403613,ConstantEffort_MSY
36,0.2,5,10,10,0.5,18277.21283467606,10,200.23900038553975,546.2038823165739,24.471216200840136,115.18153270038594,ConstantEffort_MSY
36,0.2,10,10,10,0.5,18277.21283467606,10,162.1589876062831,425.1139128153406,20.08107609539036,87.2612515291642,ConstantEffort_MSY
36,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,548.0664454583409,1551.9211445121537,89.43172212566529,409.9749821143029,ConstantEffort_MSY
36,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,194.40687530143683,542.316855890305,33.15334957298036,153.1383598826278,ConstantEffort_MSY
36,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,81.52719580870112,215.66892316810035,14.92166673177516,65.92527568543727,ConstantEffort_MSY
36,0.4,2,10,10,0.5,18277.21283467606,10,523.8868516201064,1512.6323347210982,107.1478563411163,486.367557951296,ConstantEffort_MSY
36,0.4,5,10,10,0.5,18277.21283467606,10,290.5623228295965,833.3558007307881,61.10769909839417,278.7340202265755,ConstantEffort_MSY
36,0.4,10,10,10,0.5,18277.21283467606,10,64.02704696622358,173.62020122002474,15.652798514623708,68.54269339051528,ConstantEffort_MSY
36,0.5,2,10,10,0.5,18277.21283467606,10,560.0785409703873,1656.1313056226948,134.3419385992826,607.5761644478415,ConstantEffort_MSY
36,0.5,5,10,10,0.5,18277.21283467606,10,376.5667930471308,1109.5003106773083,92.25333892137458,418.7204221458557,ConstantEffort_MSY
36,0.5,10,10,10,0.5,18277.21283467606,10,105.51149605377064,299.802476395119,29.11060809958352,129.49123149619092,ConstantEffort_MSY
36,0.6,2,10,10,0.5,18277.21283467606,10,670.7870183023736,2042.1845033920254,181.15145826738353,821.6581458067519,ConstantEffort_MSY
36,0.6,5,10,10,0.5,18277.21283467606,10,488.0462913220269,1480.741502094004,134.28024231244234,610.2836982500284,ConstantEffort_MSY
36,0.6,10,10,10,0.5,18277.21283467606,10,199.27047815168635,595.6991484442774,59.25139539301029,269.0607053936881,ConstantEffort_MSY
37,0.1,2,10,10,0.5,18277.21283467606,10,527.3873430947091,1790.1023806963988,181.03082089993268,854.7728959652942,ConstantEffort_MSY
37,0.1,5,10,10,0.5,18277.21283467606,10,385.88303155844784,1302.0526150582161,134.7045233948082,634.8303727038791,ConstantEffort_MSY
37,0.1,10,10,10,0.5,18277.21283467606,10,378.8453706214774,1279.3847056501293,136.7168274203974,646.7891213737731,ConstantEffort_MSY
37,0.2,2,10,10,0.5,18277.21283467606,10,568.6237972826048,1860.4010053412394,182.4790919725107,847.5224399841288,ConstantEffort_MSY
37,0.2,5,10,10,0.5,18277.21283467606,10,195.0901438716856,628.6028173693663,64.35952971207277,296.9432420707921,ConstantEffort_MSY
37,0.2,10,10,10,0.5,18277.21283467606,10,155.87135830671966,498.51949406623424,54.48132381712664,252.24678587594272,ConstantEffort_MSY
37,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,519.6434614005731,1636.230966075692,154.1651025327284,705.3161693637157,ConstantEffort_MSY
37,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,182.31964038760339,565.0680524850081,55.188017848252976,250.33246681110742,ConstantEffort_MSY
37,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,74.28994889583032,223.81861979852516,24.31335763258739,109.60053648436113,ConstantEffort_MSY
37,0.4,2,10,10,0.5,18277.21283467606,10,480.4176376058432,1461.1554646999675,129.620834967041,587.0925449310918,ConstantEffort_MSY
37,0.4,5,10,10,0.5,18277.21283467606,10,264.48421019560845,795.3924289236951,71.96759864303554,323.2440726774966,ConstantEffort_MSY
37,0.4,10,10,10,0.5,18277.21283467606,10,55.22328145414696,156.73198860136955,16.234776460848487,70.97191629164085,ConstantEffort_MSY
37,0.5,2,10,10,0.5,18277.21283467606,10,499.91772221721794,1476.9267596722184,119.65814910974858,540.1917521252416,ConstantEffort_MSY
37,0.5,5,10,10,0.5,18277.21283467606,10,334.0882298664718,977.5915582760274,80.26144280424096,358.98265066151447,ConstantEffort_MSY
37,0.5,10,10,10,0.5,18277.21283467606,10,89.48793771369135,248.270915413624,22.606443305946584,98.05372415606976,ConstantEffort_MSY
37,0.6,2,10,10,0.5,18277.21283467606,10,586.6679751408093,1693.5013373529614,119.77957645317798,542.8379325694656,ConstantEffort_MSY
37,0.6,5,10,10,0.5,18277.21283467606,10,424.2247310028989,1212.7956209422694,86.95148331106844,390.19451666656676,ConstantEffort_MSY
37,0.6,10,10,10,0.5,18277.21283467606,10,168.35871166515074,462.67535506502804,34.99965724421803,151.33967727235154,ConstantEffort_MSY
38,0.1,2,10,10,0.5,18277.21283467606,10,446.5769116380107,1222.5868018589342,29.14636961807453,139.4481230508797,ConstantEffort_MSY
38,0.1,5,10,10,0.5,18277.21283467606,10,324.0131096481143,876.2188765618988,21.93609010403366,104.71296689388298,ConstantEffort_MSY
38,0.1,10,10,10,0.5,18277.21283467606,10,314.19898183694517,831.9991843659079,20.209757562181412,86.68754294113869,ConstantEffort_MSY
38,0.2,2,10,10,0.5,18277.21283467606,10,485.27646846332374,1351.213855883117,56.00322243629081,261.13324022518964,ConstantEffort_MSY
38,0.2,5,10,10,0.5,18277.21283467606,10,164.0174028453541,447.51407698757157,20.043486525193156,94.40401224340262,ConstantEffort_MSY
38,0.2,10,10,10,0.5,18277.21283467606,10,127.89322666802062,335.7869456726907,15.791666711132386,68.98774753786049,ConstantEffort_MSY
38,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,447.9244882740422,1268.2398300789707,72.93997157872523,334.42933095517105,ConstantEffort_MSY
38,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,155.30863334439292,433.37737052729574,26.47809102848712,122.37275706596644,ConstantEffort_MSY
38,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,60.95155846345922,161.48177509935005,11.129905251076035,49.332160730865304,ConstantEffort_MSY
38,0.4,2,10,10,0.5,18277.21283467606,10,420.21537181409394,1213.1766496057876,85.86527072662955,389.78095209896134,ConstantEffort_MSY
38,0.4,5,10,10,0.5,18277.21283467606,10,229.91798799304485,659.4421841807945,48.33911590506738,220.51569046994678,ConstantEffort_MSY
38,0.4,10,10,10,0.5,18277.21283467606,10,45.917016910580365,124.83177045076417,10.928508451096032,48.26069638107411,ConstantEffort_MSY
38,0.5,2,10,10,0.5,18277.21283467606,10,446.3238105677676,1319.6639194829984,107.0080485219509,483.95658779925236,ConstantEffort_MSY
38,0.5,5,10,10,0.5,18277.21283467606,10,297.07656453827786,875.2863289312581,72.76484719192811,330.277124316723,ConstantEffort_MSY
38,0.5,10,10,10,0.5,18277.21283467606,10,77.13192479118298,219.60566906090824,20.941708076579843,93.66038210130336,ConstantEffort_MSY
38,0.6,2,10,10,0.5,18277.21283467606,10,538.0809191213126,1638.1942959608725,145.2849737699831,658.9885714028433,ConstantEffort_MSY
38,0.6,5,10,10,0.5,18277.21283467606,10,387.62159762472396,1176.1135210135487,106.64273418109923,484.6967795395076,ConstantEffort_MSY
38,0.6,10,10,10,0.5,18277.21283467606,10,151.42262578523315,453.24036817529105,44.81374798623404,203.9625701433312,ConstantEffort_MSY
39,0.1,2,10,10,0.5,18277.21283467606,10,457.33023621197947,1553.6813214520876,157.010582812597,741.8137655146377,ConstantEffort_MSY
39,0.1,5,10,10,0.5,18277.21283467606,10,330.09129106421625,1114.4411923004766,115.21314520645409,543.2078117426933,ConstantEffort_MSY
39,0.1,10,10,10,0.5,18277.21283467606,10,318.99907616367517,1078.5766698401019,114.95093843424699,544.2532335089273,ConstantEffort_MSY
39,0.2,2,10,10,0.5,18277.21283467606,10,478.3164906893006,1565.603351993344,153.5027735390456,713.1452026836907,ConstantEffort_MSY
39,0.2,5,10,10,0.5,18277.21283467606,10,159.82760739256892,514.9881791256762,52.699628348454894,243.15601097392275,ConstantEffort_MSY
39,0.2,10,10,10,0.5,18277.21283467606,10,123.04734055339435,393.63186158874174,42.9383722165842,198.84872148433672,ConstantEffort_MSY
39,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,424.9052137967295,1338.1618247294575,126.04798618101798,576.7469056925521,ConstantEffort_MSY
39,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,145.68661018021336,451.53774782232995,44.07335099543467,199.9220797349152,ConstantEffort_MSY
39,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,55.596415138962016,167.5601120997062,18.163067825353902,81.9066625085009,ConstantEffort_MSY
39,0.4,2,10,10,0.5,18277.21283467606,10,385.4853750346617,1172.4641061875334,103.98401939024025,470.9935103522969,ConstantEffort_MSY
39,0.4,5,10,10,0.5,18277.21283467606,10,209.32350259693524,629.4999150060423,56.939472729994826,255.7467517006176,ConstantEffort_MSY
39,0.4,10,10,10,0.5,18277.21283467606,10,39.91680505981463,114.10297377136544,11.738917868426023,51.584781382620925,ConstantEffort_MSY
39,0.5,2,10,10,0.5,18277.21283467606,10,398.5028635420253,1177.247105281287,95.33661382482063,430.40159565043894,ConstantEffort_MSY
39,0.5,5,10,10,0.5,18277.21283467606,10,263.61813068812523,771.3419416700833,63.30212961655708,283.12875725068034,ConstantEffort_MSY
39,0.5,10,10,10,0.5,18277.21283467606,10,65.78696681176017,183.46565303011212,16.618203533867625,72.35319952215404,ConstantEffort_MSY
39,0.6,2,10,10,0.5,18277.21283467606,10,470.75425260758635,1358.7347087477533,96.0003500098779,435.0990273370765,ConstantEffort_MSY
39,0.6,5,10,10,0.5,18277.21283467606,10,337.0118383777412,963.3635953365555,69.00496243977899,309.66846686933815,ConstantEffort_MSY
39,0.6,10,10,10,0.5,18277.21283467606,10,128.20737019084706,352.9014753740001,26.611397916640517,115.19445517993398,ConstantEffort_MSY
40,0.1,2,10,10,0.5,18277.21283467606,10,387.4610899869355,1060.81926372259,24.928663437854226,119.3754868376997,ConstantEffort_MSY
40,0.1,5,10,10,0.5,18277.21283467606,10,277.29716151610876,749.9876437714647,18.58445943687971,88.80887931277366,ConstantEffort_MSY
40,0.1,10,10,10,0.5,18277.21283467606,10,264.9102002138091,702.3389130321683,16.78309919842438,72.58307274207652,ConstantEffort_MSY
40,0.2,2,10,10,0.5,18277.21283467606,10,408.3742264293139,1137.0440638721707,46.923514061240226,218.86830354443774,ConstantEffort_MSY
40,0.2,5,10,10,0.5,18277.21283467606,10,134.40864415759683,366.78750074160524,16.419757557341313,77.37136274506956,ConstantEffort_MSY
40,0.2,10,10,10,0.5,18277.21283467606,10,101.04352869812286,265.52642033405266,12.479949124924902,54.68604295871643,ConstantEffort_MSY
40,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,366.3824571144561,1037.2852054532484,59.56080368029149,273.122966089921,ConstantEffort_MSY
40,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,124.13765583418801,346.4528851254971,21.164586670842734,97.84099708674957,ConstantEffort_MSY
40,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,45.65198619028698,121.05525542257627,8.340638409742427,37.03085062582987,ConstantEffort_MSY
40,0.4,2,10,10,0.5,18277.21283467606,10,337.2763668089558,973.6490618029536,68.8668464924513,312.6297666016187,ConstantEffort_MSY
40,0.4,5,10,10,0.5,18277.21283467606,10,182.0046275367244,522.0224004243652,38.25663513382952,174.53187653907614,ConstantEffort_MSY
40,0.4,10,10,10,0.5,18277.21283467606,10,33.2782612125817,90.68483303176411,7.774000825809896,34.565687014521316,ConstantEffort_MSY
40,0.5,2,10,10,0.5,18277.21283467606,10,355.8912553575268,1052.21422992118,85.29581599634942,385.7605906132886,ConstantEffort_MSY
40,0.5,5,10,10,0.5,18277.21283467606,10,234.46891088723214,690.8144182055345,57.42077544207017,260.63615950189853,ConstantEffort_MSY
40,0.5,10,10,10,0.5,18277.21283467606,10,56.81232521859391,162.03683473534457,15.256039766627017,68.5233418498249,ConstantEffort_MSY
40,0.6,2,10,10,0.5,18277.21283467606,10,431.9467502371659,1315.0827289378587,116.61008525180566,528.9307991637443,ConstantEffort_MSY
40,0.6,5,10,10,0.5,18277.21283467606,10,308.03683553124097,934.6749647234504,84.74290766338991,385.17319727897996,ConstantEffort_MSY
40,0.6,10,10,10,0.5,18277.21283467606,10,115.41741019092504,345.747829595528,34.08715514573636,155.3447896856796,ConstantEffort_MSY
41,0.1,2,10,10,0.5,18277.21283467606,10,397.17398035053907,1350.3221453710423,136.3786142915985,644.6713958913804,ConstantEffort_MSY
41,0.1,5,10,10,0.5,18277.21283467606,10,282.71096074324134,955.037908281413,98.67351522278751,465.4275579438164,ConstantEffort_MSY
41,0.1,10,10,10,0.5,18277.21283467606,10,269.3280952856676,911.3147558820361,96.94387485146744,459.25476453623514,ConstantEffort_MSY
41,0.2,2,10,10,0.5,18277.21283467606,10,402.7629115451497,1318.776552172032,129.25951929410445,600.6592614061902,ConstantEffort_MSY
41,0.2,5,10,10,0.5,18277.21283467606,10,130.9958862936967,422.1055536220311,43.17850171509861,199.23576630068808,ConstantEffort_MSY
41,0.2,10,10,10,0.5,18277.21283467606,10,97.2467131921052,311.0714817799872,33.89723530243865,156.98804558330332,ConstantEffort_MSY
41,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,347.69402321259213,1095.1590021117129,103.13649191932785,471.9585948248865,ConstantEffort_MSY
41,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,116.46031102393238,360.9497696205925,35.21755729094091,159.75226820161882,ConstantEffort_MSY
41,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,41.65143286162772,125.51868749117749,13.589550726635517,61.286264598071675,ConstantEffort_MSY
41,0.4,2,10,10,0.5,18277.21283467606,10,309.48919140019,941.3443512713015,83.46943550623361,378.08461911748515,ConstantEffort_MSY
41,0.4,5,10,10,0.5,18277.21283467606,10,165.726232205649,498.38545904140636,45.06978192516408,202.4344742902153,ConstantEffort_MSY
41,0.4,10,10,10,0.5,18277.21283467606,10,29.09124355626975,83.54409886246351,8.548987161918724,37.69609382913594,ConstantEffort_MSY
41,0.5,2,10,10,0.5,18277.21283467606,10,317.83613173790843,938.9014133023359,76.00836431501625,343.14841020581827,ConstantEffort_MSY
41,0.5,5,10,10,0.5,18277.21283467606,10,208.09443409118938,608.8534417589,49.95159938578157,223.4161090401559,ConstantEffort_MSY
41,0.5,10,10,10,0.5,18277.21283467606,10,48.64769013318607,136.1260451704722,12.278836565910053,53.591770337490985,ConstantEffort_MSY
41,0.6,2,10,10,0.5,18277.21283467606,10,377.99639951468475,1090.9014641132444,77.0121167712981,349.0567081839677,ConstantEffort_MSY
41,0.6,5,10,10,0.5,18277.21283467606,10,267.86775112298096,765.6466783154866,54.80329323054699,245.9420739853648,ConstantEffort_MSY
41,0.6,10,10,10,0.5,18277.21283467606,10,97.82738218593528,269.4522446334921,20.279076525645923,87.82217410290532,ConstantEffort_MSY
42,0.1,2,10,10,0.5,18277.21283467606,10,336.64755145061145,921.7477229725499,21.38910507284062,102.50341616455994,ConstantEffort_MSY
42,0.1,5,10,10,0.5,18277.21283467606,10,237.59234677819464,642.6690691179107,15.774948349187886,75.44985597929093,ConstantEffort_MSY
42,0.1,10,10,10,0.5,18277.21283467606,10,223.86893152815293,593.9999153550618,14.062328399767237,61.132592073996705,ConstantEffort_MSY
42,0.2,2,10,10,0.5,18277.21283467606,10,343.98693137563384,957.7387846067134,39.38016443218166,183.73395381956192,ConstantEffort_MSY
42,0.2,5,10,10,0.5,18277.21283467606,10,110.1857619335793,300.71815268805267,13.454145194266692,63.41831114665759,ConstantEffort_MSY
42,0.2,10,10,10,0.5,18277.21283467606,10,79.89376301078806,210.0462743978873,9.880467065177708,43.36113638166748,ConstantEffort_MSY
42,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,299.88614223075825,848.9703667935138,48.68333452771373,223.26758409534466,ConstantEffort_MSY
42,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,99.25350872650293,277.0308323206851,16.922214090896706,78.24113143825886,ConstantEffort_MSY
42,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,34.21687881670599,90.77764028566351,6.259846772837192,27.814055181859935,ConstantEffort_MSY
42,0.4,2,10,10,0.5,18277.21283467606,10,270.8465508992807,781.8276540089614,55.270015560012325,250.91297015802917,ConstantEffort_MSY
42,0.4,5,10,10,0.5,18277.21283467606,10,144.12013678961924,413.3616428306775,30.287436129102122,138.18120580424693,ConstantEffort_MSY
42,0.4,10,10,10,0.5,18277.21283467606,10,24.302079034988967,66.34773894643263,5.621687190764618,25.11118512054565,ConstantEffort_MSY
42,0.5,2,10,10,0.5,18277.21283467606,10,283.91976320438346,839.3847124470318,68.02708940679847,307.66055935259885,ConstantEffort_MSY
42,0.5,5,10,10,0.5,18277.21283467606,10,185.11860647413994,545.4064650523711,45.32908317698608,205.7540470329147,ConstantEffort_MSY
42,0.5,10,10,10,0.5,18277.21283467606,10,42.07193989113813,120.15822575273876,11.228241004574436,50.57784616029277,ConstantEffort_MSY
42,0.6,2,10,10,0.5,18277.21283467606,10,346.9505230777912,1056.315823589855,93.65255702691115,424.8017790583929,ConstantEffort_MSY
42,0.6,5,10,10,0.5,18277.21283467606,10,244.90194304745748,743.1257932780834,67.37116696284289,306.22238736123916,ConstantEffort_MSY
42,0.6,10,10,10,0.5,18277.21283467606,10,88.11520072457846,264.07563018402027,26.00864352446103,118.598982103032,ConstantEffort_MSY
43,0.1,2,10,10,0.5,18277.21283467606,10,345.3738731873966,1174.9736441791654,118.60822092702891,560.9229274084048,ConstantEffort_MSY
43,0.1,5,10,10,0.5,18277.21283467606,10,242.39454043808846,819.2745888907223,84.6039974624519,399.2176707624676,ConstantEffort_MSY
43,0.1,10,10,10,0.5,18277.21283467606,10,227.79398904400492,771.1015704695615,81.93128246829107,388.2830233959953,ConstantEffort_MSY
43,0.2,2,10,10,0.5,18277.21283467606,10,339.43412577361124,1111.7520038225716,108.9381019113971,506.32899224132535,ConstantEffort_MSY
43,0.2,5,10,10,0.5,18277.21283467606,10,107.40354780730348,346.1017817921174,35.39419971606599,163.32535694321436,ConstantEffort_MSY
43,0.2,10,10,10,0.5,18277.21283467606,10,76.89616855099436,245.9380441880244,26.784310324834365,124.04651989397865,ConstantEffort_MSY
43,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,284.6833430582698,896.7964685621497,84.441235623021,386.43870742480567,ConstantEffort_MSY
43,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,93.12289672188778,288.6170601220091,28.152646354792413,127.7056186067206,ConstantEffort_MSY
43,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,31.216991673759622,94.05372933435386,10.17594022391975,45.88996890429197,ConstantEffort_MSY
43,0.4,2,10,10,0.5,18277.21283467606,10,248.58898505064218,756.1257889671864,67.03523464546439,303.6513498139228,ConstantEffort_MSY
43,0.4,5,10,10,0.5,18277.21283467606,10,131.2453596830593,394.68984197986236,35.68662507209991,160.29010228321013,ConstantEffort_MSY
43,0.4,10,10,10,0.5,18277.21283467606,10,21.31109005514284,61.33850392760998,6.25365382158269,27.623521759871124,ConstantEffort_MSY
43,0.5,2,10,10,0.5,18277.21283467606,10,253.6089966354075,749.1448098457048,60.63008481680554,273.7245280966245,ConstantEffort_MSY
43,0.5,5,10,10,0.5,18277.21283467606,10,164.31572015540124,480.74674404547244,39.43213998195877,176.36608349161318,ConstantEffort_MSY
43,0.5,10,10,10,0.5,18277.21283467606,10,36.110449768473266,101.22730661848618,9.103049797717079,39.78456520009073,ConstantEffort_MSY
43,0.6,2,10,10,0.5,18277.21283467606,10,303.67811960093616,876.3488737013107,61.82447004906706,280.2297205198749,ConstantEffort_MSY
43,0.6,5,10,10,0.5,18277.21283467606,10,212.99715935726417,608.7687405153953,43.54983361442979,195.44294032706753,ConstantEffort_MSY
43,0.6,10,10,10,0.5,18277.21283467606,10,74.7176580458294,205.8310975824826,15.47334142995088,67.01811508933307,ConstantEffort_MSY
44,0.1,2,10,10,0.5,18277.21283467606,10,292.85582202810537,801.8818817150658,18.40295638527223,88.25098829039213,ConstantEffort_MSY
44,0.1,5,10,10,0.5,18277.21283467606,10,203.7804409432272,551.2520381717464,13.418000813813494,64.22239635568081,ConstantEffort_MSY
44,0.1,10,10,10,0.5,18277.21283467606,10,189.4615250207114,502.9282187563032,11.832656024414414,51.5750437945423,ConstantEffort_MSY
44,0.2,2,10,10,0.5,18277.21283467606,10,289.98346873656084,807.3585096094076,33.09489943126701,154.44470921651296,ConstantEffort_MSY
44,0.2,5,10,10,0.5,18277.21283467606,10,90.35598324879254,246.61621200069158,11.02711094667353,51.9909134199441,ConstantEffort_MSY
44,0.2,10,10,10,0.5,18277.21283467606,10,63.19151647409792,166.1749247089163,7.823776031486631,34.35961223993925,ConstantEffort_MSY
44,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,245.59312599843628,695.2319197344669,39.82419083674801,182.6547628088926,ConstantEffort_MSY
44,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,79.37527464858564,221.56089203031328,13.532496878432807,62.57504456993536,ConstantEffort_MSY
44,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,25.65155574223083,68.07295136577,4.698594933167104,20.884529520734773,ConstantEffort_MSY
44,0.4,2,10,10,0.5,18277.21283467606,10,217.59029078156152,628.0639789802193,44.38115004716249,201.48494879586988,ConstantEffort_MSY
44,0.4,5,10,10,0.5,18277.21283467606,10,114.14847886764727,327.39543099386293,23.98468526973152,109.4293683446365,ConstantEffort_MSY
44,0.4,10,10,10,0.5,18277.21283467606,10,17.826080710243545,48.72942118338643,4.110536808863173,18.407055065815438,ConstantEffort_MSY
44,0.5,2,10,10,0.5,18277.21283467606,10,226.59041605636162,669.8686248186184,54.27863208125196,245.48132207195172,ConstantEffort_MSY
44,0.5,5,10,10,0.5,18277.21283467606,10,146.19437041391336,430.7202172725742,35.79405175988465,162.47494063767232,ConstantEffort_MSY
44,0.5,10,10,10,0.5,18277.21283467606,10,31.260235422436427,89.36466657391199,8.320763527035632,37.54331200523142,ConstantEffort_MSY
44,0.6,2,10,10,0.5,18277.21283467606,10,278.80990551496967,848.8611994674304,75.25184462463159,341.33957883579643,ConstantEffort_MSY
44,0.6,5,10,10,0.5,18277.21283467606,10,194.77606472840733,591.0369100556247,53.579882164526936,243.54107835286436,ConstantEffort_MSY
44,0.6,10,10,10,0.5,18277.21283467606,10,67.31933398297348,201.79460598311582,19.870376822663534,90.62747627089023,ConstantEffort_MSY
45,0.1,2,10,10,0.5,18277.21283467606,10,300.66347334497397,1023.4428801796697,103.2663494861177,488.559325206258,ConstantEffort_MSY
45,0.1,5,10,10,0.5,18277.21283467606,10,208.02083986581926,703.4163147212391,72.60983682839988,342.73486678633435,ConstantEffort_MSY
45,0.1,10,10,10,0.5,18277.21283467606,10,192.88982522514556,653.1533120284355,69.34609707356736,328.7414600662165,ConstantEffort_MSY
45,0.2,2,10,10,0.5,18277.21283467606,10,286.2685703131166,937.8557725384978,91.87726556990562,427.1048896326927,ConstantEffort_MSY
45,0.2,5,10,10,0.5,18277.21283467606,10,88.08559074593305,283.86520913302957,29.023829484174,133.93555535847258,ConstantEffort_MSY
45,0.2,10,10,10,0.5,18277.21283467606,10,60.819975511040845,194.49988113681374,21.17495789690156,98.06852700559627,ConstantEffort_MSY
45,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,233.20550143949902,734.7051709956403,69.16930375290883,316.5684736008494,ConstantEffort_MSY
45,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,74.47762330132345,230.8293812091817,22.511709272334475,102.11809803678042,ConstantEffort_MSY
45,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,23.400167265426475,70.48949687568854,7.623228678737209,34.376643847385246,ConstantEffort_MSY
45,0.4,2,10,10,0.5,18277.21283467606,10,199.7456967570868,607.5708472045585,53.85803167227744,243.96694138651975,ConstantEffort_MSY
45,0.4,5,10,10,0.5,18277.21283467606,10,103.96083262399327,312.63719574686974,28.264329865651664,126.95269366276493,ConstantEffort_MSY
45,0.4,10,10,10,0.5,18277.21283467606,10,15.652072703935437,45.079794651172,4.585624488506314,20.268320429647094,ConstantEffort_MSY
45,0.5,2,10,10,0.5,18277.21283467606,10,202.430831695393,597.9505433312107,48.3830836046948,218.4353260144166,ConstantEffort_MSY
45,0.5,5,10,10,0.5,18277.21283467606,10,129.77835110529784,379.6887950975891,31.137462032938746,139.26683293823976,ConstantEffort_MSY
45,0.5,10,10,10,0.5,18277.21283467606,10,26.861854742630122,75.35865546501923,6.762464473216198,29.573529203017234,ConstantEffort_MSY
45,0.6,2,10,10,0.5,18277.21283467606,10,244.07592957098618,704.3050353057715,49.66070078353102,225.10225080599326,ConstantEffort_MSY
45,0.6,5,10,10,0.5,18277.21283467606,10,169.42119948365928,484.1978639859402,34.62307243593578,155.3834269339851,ConstantEffort_MSY
45,0.6,10,10,10,0.5,18277.21283467606,10,57.09109119464044,157.27187498661783,11.814957898017536,51.173731408729,ConstantEffort_MSY
46,0.1,2,10,10,0.5,18277.21283467606,10,255.0302008664474,698.3365715791192,15.872066357907654,76.15760910956774,ConstantEffort_MSY
46,0.1,5,10,10,0.5,18277.21283467606,10,174.93293660846092,473.24184605333153,11.434998453519409,54.76269056904924,ConstantEffort_MSY
46,0.1,10,10,10,0.5,18277.21283467606,10,160.49885011268253,426.14720582832916,9.976289581700563,43.53179850772205,ConstantEffort_MSY
